TTDDrugID	TTDTargetID	targetName	actions
D00WVW	T30082	Acetylcholinesterase	Modulator
D04ZBT	T23714	B2 bradykinin receptor	Antagonist
D0X5ZI	T23499	Endothelin-1 receptor	Antagonist
D0U4CE	T23499	Endothelin-1 receptor	Modulator
D0S7JH	T23499	Endothelin-1 receptor	Modulator
D06CGB	T22939	Progesterone receptor	Modulator
D0F1UL	T22939	Progesterone receptor	Agonist
D0R2KY	T22939	Progesterone receptor	Binder
D02KIU	T22939	Progesterone receptor	Binder
D0BA9U	T22939	Progesterone receptor	Binder
D0I2SD	T22939	Progesterone receptor	Agonist
D04GJN	T22939	Progesterone receptor	Binder
D0GL7U	T22939	Progesterone receptor	Agonist
D09QZI	T22939	Progesterone receptor	Agonist
D0A9MR	T22939	Progesterone receptor	Agonist
D07BSQ	T22939	Progesterone receptor	Agonist
D0V4WD	T22939	Progesterone receptor	Modulator
D0M8AB	T22285	Glutamate [NMDA] receptor subunit epsilon 1	Antagonist
D0R6BI	T22118	Dopamine D1 receptor	Agonist
D05AHE	T22118	Dopamine D1 receptor	Antagonist
D04JCN	T22118	Dopamine D1 receptor	Modulator
D0KS6W	T22118	Dopamine D1 receptor	Inhibitor
D0Q5NX	T20178	Tumor necrosis factor	Inhibitor
D0U7GK	T20178	Tumor necrosis factor	Inhibitor
D0E6XR	T17980	Fyn tyrosine kinase	Inhibitor
D0E6XR	T12499	Lck tyrosine kinase	Inhibitor
D01AHO	T12475	Gonadotropin-releasing hormone receptor	Modulator
D09OLZ	T12475	Gonadotropin-releasing hormone receptor	Antagonist
D0Y7KH	T12475	Gonadotropin-releasing hormone receptor	Inhibitor
D00RJJ	T12475	Gonadotropin-releasing hormone receptor	Antagonist
D04ODH	T12475	Gonadotropin-releasing hormone receptor	Agonist
D04ASH	T12475	Gonadotropin-releasing hormone receptor	Agonist
D08WYM	T12475	Gonadotropin-releasing hormone receptor	Agonist
D0Y9TS	T05849	Gastrin/cholecystokinin type B receptor	Agonist
D0O5TQ	T05849	Gastrin/cholecystokinin type B receptor	Agonist
D0D0YM	T01777	Alpha-2C adrenergic receptor	Modulator
D0AE3X	T01777	Alpha-2C adrenergic receptor	Modulator
D09NNH	T01777	Alpha-2C adrenergic receptor	Modulator
D03DVJ	T01777	Alpha-2C adrenergic receptor	Modulator
D05IHU	T01777	Alpha-2C adrenergic receptor	Modulator
D06RCB	T00140	Arachidonate 5-lipoxygenase	Inhibitor
D09JUG	T00140	Arachidonate 5-lipoxygenase	Inhibitor
D0AN7B	T97613	Melatonin receptor	Binder
D0U0KW	T97613	Melatonin receptor	Modulator
D0Q5MQ	T97613	Melatonin receptor	Agonist
D0U4CE	T92828	Endothelin B receptor	Modulator
D0S7JH	T92828	Endothelin B receptor	Modulator
D07WFK	T91480	Sulfonylurea receptor 1	Modulator
D05LYX	T91480	Sulfonylurea receptor 1	Modulator
D0M2MR	T91480	Sulfonylurea receptor 1	Blocker
D0B2GI	T91480	Sulfonylurea receptor 1	Blocker
D0N5YA	T91480	Sulfonylurea receptor 1	Blocker
D06OIV	T91480	Sulfonylurea receptor 1	Blocker
D05EJG	T89697	Indoleamine 2,3-dioxygenase	Binder
D0C8UE	T89361	Cell division protein kinase 6	Inhibitor
D00WCX	T86591	Peroxisome proliferator activated receptor alpha	Agonist
D0EJ6O	T86591	Peroxisome proliferator activated receptor alpha	Agonist
D07XGR	T86591	Peroxisome proliferator activated receptor alpha	Agonist
D0C8UE	T85799	Cell division protein kinase 4	Inhibitor
D08FJL	T84486	Oxytocin receptor	Agonist
D0M3FJ	T84486	Oxytocin receptor	Modulator
D07TGY	T83011	Amine oxidase [flavin-containing] B	Modulator
D0R0UJ	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D0P9AC	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D06OMW	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D0TV6I	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D0S2UG	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D0J2MJ	T83011	Amine oxidase [flavin-containing] B	Modulator
D0H0HJ	T83011	Amine oxidase [flavin-containing] B	Inhibitor
D06LOQ	T80896	Estrogen receptor beta	Inhibitor
D0T0LU	T80896	Estrogen receptor beta	Antagonist
D02CRG	T80896	Estrogen receptor beta	Antagonist
D03XOC	T80896	Estrogen receptor beta	Modulator
D0ZJ1C	T77913	Histamine H1 receptor	Antagonist
D06EQP	T77913	Histamine H1 receptor	Antagonist
D0O4EU	T77913	Histamine H1 receptor	Antagonist
D0O7JW	T77913	Histamine H1 receptor	Antagonist
D06FZX	T77913	Histamine H1 receptor	Antagonist
D0N7AD	T77913	Histamine H1 receptor	Antagonist
D00JVR	T77913	Histamine H1 receptor	Antagonist
D0U5VZ	T77913	Histamine H1 receptor	Antagonist
D0Y5GK	T77913	Histamine H1 receptor	Antagonist
D08VXO	T77913	Histamine H1 receptor	Antagonist
D03XSJ	T77913	Histamine H1 receptor	Antagonist
D00FGV	T77913	Histamine H1 receptor	Antagonist
D0DK8V	T77913	Histamine H1 receptor	Antagonist
D0EC6Q	T77913	Histamine H1 receptor	Antagonist
D0B7NG	T77913	Histamine H1 receptor	Antagonist
D0Q3YO	T77913	Histamine H1 receptor	Antagonist
D0C5XC	T77913	Histamine H1 receptor	Antagonist
D08HRJ	T77913	Histamine H1 receptor	Antagonist
D00TLN	T77913	Histamine H1 receptor	Antagonist
D01GBY	T77913	Histamine H1 receptor	Antagonist
D02WIW	T77913	Histamine H1 receptor	Antagonist
D05ZGQ	T77913	Histamine H1 receptor	Modulator
D0U8UV	T77913	Histamine H1 receptor	Antagonist
D08CTT	T77913	Histamine H1 receptor	Antagonist
D01FGR	T77913	Histamine H1 receptor	Antagonist
D0W6DY	T77913	Histamine H1 receptor	Antagonist
D06FES	T77913	Histamine H1 receptor	Inhibitor
D0Y2LR	T77913	Histamine H1 receptor	Antagonist
D02XJI	T77913	Histamine H1 receptor	Antagonist
D0DV3O	T77913	Histamine H1 receptor	Antagonist
D04USC	T77913	Histamine H1 receptor	Agonist
D0Q0RC	T77913	Histamine H1 receptor	Modulator
D01KPV	T77913	Histamine H1 receptor	Antagonist
D0O6SX	T77913	Histamine H1 receptor	Antagonist
D0YG7M	T77913	Histamine H1 receptor	Antagonist
D08SEI	T77913	Histamine H1 receptor	Antagonist
D0M8PW	T77913	Histamine H1 receptor	Antagonist
D06ABF	T77913	Histamine H1 receptor	Antagonist
D08JZS	T77913	Histamine H1 receptor	Antagonist
D01NJI	T77913	Histamine H1 receptor	Antagonist
D09IMS	T77913	Histamine H1 receptor	Antagonist
D0LR0R	T77913	Histamine H1 receptor	Antagonist
D06MAJ	T77913	Histamine H1 receptor	Antagonist
D05GPO	T77913	Histamine H1 receptor	Antagonist
D0AJ5L	T77913	Histamine H1 receptor	Antagonist
D0K5LQ	T77913	Histamine H1 receptor	Antagonist
D06UDO	T77913	Histamine H1 receptor	Antagonist
D04OBB	T77913	Histamine H1 receptor	Antagonist
D0T2XU	T77913	Histamine H1 receptor	Antagonist
D0R9ZB	T77913	Histamine H1 receptor	Antagonist
D03GFW	T77913	Histamine H1 receptor	Antagonist
D0E6OC	T77913	Histamine H1 receptor	Antagonist
D08HZL	T77913	Histamine H1 receptor	Antagonist
D0B4JQ	T77913	Histamine H1 receptor	Antagonist
D0E8CI	T77913	Histamine H1 receptor	Antagonist
D0X7IF	T75888	Carnitine O-palmitoyltransferase I	Activator
D00SBN	T75888	Carnitine O-palmitoyltransferase I	Inhibitor
D0K3QS	T75243	Serine/threonine-protein kinase mTOR	Inhibitor
D0T6DK	T75243	Serine/threonine-protein kinase mTOR	Inhibitor
D03LJR	T75243	Serine/threonine-protein kinase mTOR	Inhibitor
D0ES1Q	T75243	Serine/threonine-protein kinase mTOR	Inhibitor
D0V7WS	T75243	Serine/threonine-protein kinase mTOR	Modulator
D0H2UB	T68334	Follicle stimulating hormone receptor	Antagonist
D02SBQ	T68334	Follicle stimulating hormone receptor	Binder
D03EDQ	T66505	smoothened receptor	Modulator
D0VU2X	T66237	Vasopressin V2 receptor	Modulator
D0N9GI	T66237	Vasopressin V2 receptor	Agonist
D0F4NS	T66237	Vasopressin V2 receptor	Inhibitor
D0IW7O	T66237	Vasopressin V2 receptor	Antagonist
D03KZM	T66237	Vasopressin V2 receptor	Antagonist
D0N4OW	T66237	Vasopressin V2 receptor	Agonist
D01BYB	T63505	Proto-oncogene c-Abl	Inhibitor
D0OB0F	T63505	Proto-oncogene c-Abl	Inhibitor
D0E6XR	T63505	Proto-oncogene c-Abl	Inhibitor
D0AZ3C	T63505	Proto-oncogene c-Abl	Inhibitor
D00STL	T63505	Proto-oncogene c-Abl	Modulator
D0H0EQ	T63505	Proto-oncogene c-Abl	Modulator
D0BD8D	T59679	5-hydroxytryptamine 4 receptor	Agonist
D0O2YE	T59679	5-hydroxytryptamine 4 receptor	Agonist
D04QSJ	T59679	5-hydroxytryptamine 4 receptor	Agonist
D00XWD	T59679	5-hydroxytryptamine 4 receptor	Agonist
D08VRX	T59604	Growth hormone secretagogue receptor type 1	Agonist
D02NEH	T59604	Growth hormone secretagogue receptor type 1	Modulator
D0X9RG	T58992	Delta-type opioid receptor	Agonist
D03DIG	T58992	Delta-type opioid receptor	Agonist
D09ZXR	T58992	Delta-type opioid receptor	Modulator
D04JHN	T58992	Delta-type opioid receptor	Binder
D0CS2F	T58992	Delta-type opioid receptor	Binder
D03SKD	T58992	Delta-type opioid receptor	Agonist
D05CEU	T54644	Voltage-dependent T-type calcium channel subunit alpha-1H	Blocker
D02FLB	T54644	Voltage-dependent T-type calcium channel subunit alpha-1H	Blocker
D0M2YE	T53024	Somatostatin receptor type 2	Modulator
D0V1SB	T53024	Somatostatin receptor type 2	Binder
D02XIY	T53024	Somatostatin receptor type 2	Binder
D0TV0C	T53024	Somatostatin receptor type 2	Inhibitor
D02CKX	T51120	Thyroid peroxidase	Inhibitor
D0S4BR	T51120	Thyroid peroxidase	Inhibitor
D00MIN	T51120	Thyroid peroxidase	Inhibitor
D0R7WU	T50918	Muscarinic acetylcholine receptor M5	Inhibitor
D05ZJG	T50918	Muscarinic acetylcholine receptor M5	Modulator
D07CNL	T50918	Muscarinic acetylcholine receptor M5	Binder
D0RG3O	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D07ZTO	T50918	Muscarinic acetylcholine receptor M5	Agonist
D02KIE	T50918	Muscarinic acetylcholine receptor M5	Modulator
D0B1EV	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0ND2J	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0O5SZ	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0RD5W	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0VU8Q	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0FV3V	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0JY5S	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D0D4IH	T50918	Muscarinic acetylcholine receptor M5	Modulator
D0H5DU	T50918	Muscarinic acetylcholine receptor M5	Binder
D06HLY	T50918	Muscarinic acetylcholine receptor M5	Agonist
D0R1WR	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D00NAX	T50918	Muscarinic acetylcholine receptor M5	Binder
D0OK5I	T50918	Muscarinic acetylcholine receptor M5	Binder
D05TIB	T50918	Muscarinic acetylcholine receptor M5	Antagonist
D00SLY	T50918	Muscarinic acetylcholine receptor M5	Modulator
D0J4JM	T48873	Synaptic vesicle amine transporter	Blocker
D09PJX	T48873	Synaptic vesicle amine transporter	Blocker
D0V3GA	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Modulator
D0D9NA	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Binder
D0V8TQ	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Binder
D07NAJ	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Blocker
D07TGN	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Binder
D06MQM	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Binder
D0AR3J	T40800	Sodium/potassium-transporting ATPase alpha-1 chain	Binder
D0IQ6P	T40474	Hepatocyte growth factor receptor	Inhibitor
D03ZBT	T40474	Hepatocyte growth factor receptor	Modulator
D0L7AS	T37693	Cannabinoid receptor 2	Inhibitor
D0VA0I	T36483	Thrombin receptor	Antagonist
D00YVF	T36075	Glucagon-like peptide 1 receptor	Binder
D03GOI	T36075	Glucagon-like peptide 1 receptor	Agonist
D05MKA	T36075	Glucagon-like peptide 1 receptor	Modulator
D0C4AM	T36075	Glucagon-like peptide 1 receptor	Agonist
D0Q9EV	T35640	Lymphocyte function-associated antigen 1	Modulator
D02DPU	T32060	5-hydroxytryptamine 2A receptor	Inhibitor
D0S9CB	T32060	5-hydroxytryptamine 2A receptor	Modulator
D0M8VE	T32060	5-hydroxytryptamine 2A receptor	Antagonist
D01QGX	T32060	5-hydroxytryptamine 2A receptor	Modulator
D0J8JP	T32060	5-hydroxytryptamine 2A receptor	Modulator
D0G6VL	T32060	5-hydroxytryptamine 2A receptor	Antagonist
D0T6QX	T32060	5-hydroxytryptamine 2A receptor	Inhibitor
D01OUE	T30985	Histamine H2 receptor	Antagonist
D02DPA	T30985	Histamine H2 receptor	Antagonist
D0K0OZ	T30985	Histamine H2 receptor	Antagonist
D0Q9DK	T30985	Histamine H2 receptor	Antagonist
D0B8WN	T30985	Histamine H2 receptor	Antagonist
D0R7WU	T28893	Muscarinic acetylcholine receptor M1	Inhibitor
D0HQ6N	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0B4TN	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0Q1BT	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D02LRQ	T28893	Muscarinic acetylcholine receptor M1	Binder
D07XJM	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0OK5Q	T28893	Muscarinic acetylcholine receptor M1	Modulator
D00BLL	T28893	Muscarinic acetylcholine receptor M1	Modulator
D0M0AM	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D08TRD	T28893	Muscarinic acetylcholine receptor M1	Modulator
D0NF0W	T28893	Muscarinic acetylcholine receptor M1	Modulator
D0D1MA	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0T0LM	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0V5ZZ	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D05KZK	T28893	Muscarinic acetylcholine receptor M1	Agonist
D09GFL	T28893	Muscarinic acetylcholine receptor M1	Antagonist
D0B7OD	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0Y5UG	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0X4ZR	T27812	Sodium-dependent serotonin transporter	Inhibitor
D06CDO	T27812	Sodium-dependent serotonin transporter	Modulator
D0Y5DO	T27812	Sodium-dependent serotonin transporter	Modulator
D0ZS8P	T27812	Sodium-dependent serotonin transporter	Inhibitor
D04XPW	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0O3FG	T27812	Sodium-dependent serotonin transporter	Modulator
D02FUY	T27812	Sodium-dependent serotonin transporter	Inhibitor
D01AXB	T27812	Sodium-dependent serotonin transporter	Inhibitor
D08RBC	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0TR5X	T27812	Sodium-dependent serotonin transporter	Modulator
D03HFG	T27812	Sodium-dependent serotonin transporter	Inhibitor
D02XOK	T27812	Sodium-dependent serotonin transporter	Modulator
D0M5JI	T27812	Sodium-dependent serotonin transporter	Modulator
D04WFD	T27812	Sodium-dependent serotonin transporter	Modulator
D06GDY	T27812	Sodium-dependent serotonin transporter	Modulator
D06VML	T27812	Sodium-dependent serotonin transporter	Modulator
D0K0TC	T27812	Sodium-dependent serotonin transporter	Inhibitor
D08KVZ	T27812	Sodium-dependent serotonin transporter	Modulator
D06CVT	T27812	Sodium-dependent serotonin transporter	Inhibitor
D00USF	T27812	Sodium-dependent serotonin transporter	Modulator
D0U9NY	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0P1UX	T27812	Sodium-dependent serotonin transporter	Inhibitor
D0X6BV	T27812	Sodium-dependent serotonin transporter	Modulator
D03WEX	T27812	Sodium-dependent serotonin transporter	Inhibitor
D07HOB	T27325	DNA topoisomerase I	Modulator
D0Z4XW	T27325	DNA topoisomerase I	Inhibitor
D02PMO	T27325	DNA topoisomerase I	Modulator
D03KOZ	T26623	Aldose reductase	Inhibitor
D0Z5IU	T26623	Aldose reductase	Inhibitor
D09KTS	T25005	Tyrosine-protein kinase BTK	Inhibitor
D0Z1RV	T24983	D(4) dopamine receptor	Modulator
D0KS6W	T24983	D(4) dopamine receptor	Inhibitor
D0EG1I	T23172	Tyrosine-protein kinase JAK3	Modulator
D0B7OD	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0Y5UG	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D09IOI	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D04CRN	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0X4ZR	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D04XPW	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D01UTL	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D03CEF	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D02FUY	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D01AXB	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D06ZUK	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D08TIQ	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D02JIS	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D02XOK	T21945	Sodium-dependent noradrenaline transporter	Modulator
D03KQF	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0H8QL	T21945	Sodium-dependent noradrenaline transporter	Modulator
D09VGC	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0M2MC	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0U0RZ	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D00MYQ	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0N8FQ	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D08KVZ	T21945	Sodium-dependent noradrenaline transporter	Modulator
D0K4MH	T21945	Sodium-dependent noradrenaline transporter	Modulator
D00HZV	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0U9NY	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0P1UX	T21945	Sodium-dependent noradrenaline transporter	Inhibitor
D0L0ZF	T20251	Potassium voltage-gated channel subfamily H member 2	Inhibitor
D05CPV	T17569	Potassium voltage-gated channel subfamily A member 5	Blocker
D0J8IJ	T14908	Ceramide glucosyltransferase	Modulator
D0HR8Z	T14908	Ceramide glucosyltransferase	Inhibitor
D07UHS	T13852	Sphingosine 1-phosphate receptor 1	Modulator
D0N0RU	T13726	Retinoic acid receptor RXR-alpha	Modulator
D0E1SW	T13201	Carbonic anhydrase I	Modulator
D0J4GO	T13201	Carbonic anhydrase I	Modulator
D07INV	T13201	Carbonic anhydrase I	Modulator
D0C2II	T13201	Carbonic anhydrase I	Modulator
D0D7LA	T08922	Acetyl-CoA carboxylase 2	Activator
D0Y5JC	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Modulator
D0F9GE	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Modulator
D0NJ3V	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Inhibitor
D08KTT	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Inhibitor
D05MQK	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Inhibitor
D01GUS	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Inhibitor
D0C9SY	T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Binder
D06NVJ	T06273	Poly [ADP-ribose] polymerase-1	Binder
D05XGO	T02551	D(3) dopamine receptor	Modulator
D0G8NN	T02551	D(3) dopamine receptor	Modulator
D0R9EQ	T02551	D(3) dopamine receptor	Modulator
D0AT8C	T98913	Macrophage colony-stimulating factor receptor	Binder
D04DKH	T92609	Alpha-1A adrenergic receptor	Inhibitor
D0U0VU	T92609	Alpha-1A adrenergic receptor	Inhibitor
D05MBZ	T92609	Alpha-1A adrenergic receptor	Modulator
D0H1YQ	T92609	Alpha-1A adrenergic receptor	Antagonist
D03YGR	T92076	Extracellular calcium-sensing receptor	Agonist
D02STN	T89041	17 alpha-hydroxylase-C17, 20-lyase 	Modulator
D06CNP	T89041	17 alpha-hydroxylase-C17, 20-lyase 	Modulator
D09CGE	T87024	Amyloid beta A4 protein	Modulator
D05LBU	T87023	Platelet-activating factor receptor	Modulator
D04CSZ	T84040	Transient receptor potential cation channel subfamily A member 1	Activator
D01JMC	T83813	5-hydroxytryptamine 2C receptor	Agonist
D0O6GC	T83813	5-hydroxytryptamine 2C receptor	Antagonist
D05ZIK	T83813	5-hydroxytryptamine 2C receptor	Antagonist
D0X7DE	T83813	5-hydroxytryptamine 2C receptor	Antagonist
D05GKD	T83813	5-hydroxytryptamine 2C receptor	Modulator
D0P5AE	T82739	Plasma kallikrein	Inhibitor
D0X5SJ	T82577	Angiotensin-converting enzyme	Modulator
D0U3EC	T82577	Angiotensin-converting enzyme	Inhibitor
D0I0EG	T82577	Angiotensin-converting enzyme	Inhibitor
D04GKO	T82577	Angiotensin-converting enzyme	Inhibitor
D0G8QW	T82577	Angiotensin-converting enzyme	Modulator
D09HDR	T82577	Angiotensin-converting enzyme	Inhibitor
D00SEB	T82577	Angiotensin-converting enzyme	Inhibitor
D0N5HJ	T82577	Angiotensin-converting enzyme	Inhibitor
D0X8KY	T82577	Angiotensin-converting enzyme	Inhibitor
D0U4UQ	T82577	Angiotensin-converting enzyme	Modulator
D07HGR	T82577	Angiotensin-converting enzyme	Inhibitor
D00HDU	T82577	Angiotensin-converting enzyme	Inhibitor
D03KYG	T82577	Angiotensin-converting enzyme	Inhibitor
D0I7SZ	T82577	Angiotensin-converting enzyme	Inhibitor
D01STB	T82577	Angiotensin-converting enzyme	Inhibitor
D0G8NJ	T82577	Angiotensin-converting enzyme	Inhibitor
D05MFG	T82577	Angiotensin-converting enzyme	Inhibitor
D02DSZ	T82577	Angiotensin-converting enzyme	Modulator
D0M5OC	T82577	Angiotensin-converting enzyme	Inhibitor
D0G3PI	T82146	Retinoic acid receptor gamma	Modulator
D0BM5G	T82146	Retinoic acid receptor gamma	Binder
D03TPR	T79591	Thyroid hormone receptor alpha	Modulator
D06RGG	T79591	Thyroid hormone receptor alpha	Antagonist
D0S6JG	T79591	Thyroid hormone receptor alpha	Antagonist
D0VU2X	T79232	Vasopressin V1a receptor	Modulator
D0H3MG	T79232	Vasopressin V1a receptor	Agonist
D0F4NS	T79232	Vasopressin V1a receptor	Inhibitor
D0IW7O	T79232	Vasopressin V1a receptor	Antagonist
D0P4VX	T79232	Vasopressin V1a receptor	Stimulator
D0Y3KG	T76910	Glycogen synthase kinase-3	Inhibitor
D0J1VY	T76904	Catechol-O-methyl-transferase	Inhibitor
D0Y7PG	T76904	Catechol-O-methyl-transferase	Inhibitor
D0I4DQ	T76198	Thromboxane A2 receptor	Modulator
D0E3BH	T76198	Thromboxane A2 receptor	Binder
D0E7FS	T75440	Peripheral-type benzodiazepine receptor	Agonist
D01XOD	T75440	Peripheral-type benzodiazepine receptor	Inhibitor
D0L9GG	T75440	Peripheral-type benzodiazepine receptor	Agonist
D06BEP	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0S1OE	T75440	Peripheral-type benzodiazepine receptor	Agonist
D0Q9WO	T75440	Peripheral-type benzodiazepine receptor	Binder
D0P3JU	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0R4DP	T75440	Peripheral-type benzodiazepine receptor	Agonist
D07JVL	T75440	Peripheral-type benzodiazepine receptor	Agonist
D0P2CK	T75440	Peripheral-type benzodiazepine receptor	Agonist
D06ZII	T75440	Peripheral-type benzodiazepine receptor	Agonist
D06FWC	T75440	Peripheral-type benzodiazepine receptor	Agonist
D0D5GD	T75440	Peripheral-type benzodiazepine receptor	Antagonist
D0W2NM	T75440	Peripheral-type benzodiazepine receptor	Agonist
D08XFV	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0Z9VB	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0E0OG	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0U6LM	T75440	Peripheral-type benzodiazepine receptor	Modulator
D09LDR	T75440	Peripheral-type benzodiazepine receptor	Agonist
D0G3AQ	T75440	Peripheral-type benzodiazepine receptor	Modulator
D03NPH	T75440	Peripheral-type benzodiazepine receptor	Modulator
D04BNP	T75440	Peripheral-type benzodiazepine receptor	Modulator
D0U3LS	T75440	Peripheral-type benzodiazepine receptor	Modulator
D01ZJK	T73476	Antithrombin-III	Modulator
D0MX5S	T73476	Antithrombin-III	Modulator
D05GGN	T73476	Antithrombin-III	Modulator
D0UX6Z	T73476	Antithrombin-III	Modulator
D00MDP	T73475	Matrilysin	Inhibitor
D02CJX	T72168	Mineralocorticoid receptor	Modulator
D0W5LS	T72168	Mineralocorticoid receptor	Binder
D0Z4ZT	T72168	Mineralocorticoid receptor	Binder
D0Q4SD	T72168	Mineralocorticoid receptor	Modulator
D0R7JT	T72168	Mineralocorticoid receptor	Agonist
D0EP0C	T72168	Mineralocorticoid receptor	Modulator
D06PEB	T71192	Cysteinyl leukotriene receptor 1	Antagonist
D00QET	T71192	Cysteinyl leukotriene receptor 1	Antagonist
D08QIP	T71192	Cysteinyl leukotriene receptor 1	Antagonist
D05DVP	T71192	Cysteinyl leukotriene receptor 1	Antagonist
D0IX1A	T70967	Neuronal acetylcholine receptor protein, alpha-4 chain	Antagonist
D0B6CC	T70967	Neuronal acetylcholine receptor protein, alpha-4 chain	Antagonist
D02HWP	T60693	Kappa-type opioid receptor	Inhibitor
D0P6VV	T60693	Kappa-type opioid receptor	Antagonist
D01KQA	T60693	Kappa-type opioid receptor	Modulator
D0T6DK	T60693	Kappa-type opioid receptor	Antagonist
D0H8WF	T60182	Glucagon receptor	Binder
D0W5HK	T59102	Beta platelet-derived growth factor receptor	Modulator
D03LGY	T59045	4-aminobutyrate aminotransferase, mitochondrial	Inhibitor
D09PUL	T59045	4-aminobutyrate aminotransferase, mitochondrial	Inhibitor
D06JGH	T59045	4-aminobutyrate aminotransferase, mitochondrial	Inhibitor
D0G4JI	T59045	4-aminobutyrate aminotransferase, mitochondrial	Inhibitor
D0R3QY	T59045	4-aminobutyrate aminotransferase, mitochondrial	Inhibitor
D0AZ3C	T57700	Mast/stem cell growth factor receptor	Inhibitor
D0H0EQ	T57700	Mast/stem cell growth factor receptor	Modulator
D09GDD	T57700	Mast/stem cell growth factor receptor	Modulator
D0W5HK	T57700	Mast/stem cell growth factor receptor	Modulator
D0U7BW	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D08DAE	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Inhibitor
D08ALK	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D04QWE	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D0OB2M	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D0XX6Y	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D0L5CZ	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D05HSC	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D0Z8HG	T55815	Neuronal acetylcholinereceptor subunit alpha-2	Antagonist
D09VXM	T55654	cystic fibrosis transmembrane conductance regulator	Modulator
